  4.194 4191.000   2.000
  4.983   10.000   1.000
  5.003   20.000   1.000
  5.013    9.000   1.000
  5.023    9.000   1.000
  5.033   10.000   1.000
  5.043    9.000   1.000
  5.053   10.000   1.000
  5.063    9.000   1.000
  5.073    9.000   1.000
  5.083    9.000   1.000
  5.093    9.000   1.000
  5.103   10.000   1.000
  5.123   20.000   1.000
  5.133    9.000   1.000
  5.143   10.000   1.000
  5.153    9.000   1.000
  5.163   10.000   1.000
  5.173    9.000   1.000
  5.183    9.000   1.000
  5.193   10.000   1.000
  5.203    9.000   1.000
  5.213   10.000   1.000
  5.223    9.000   1.000
  5.233    9.000   1.000
  5.253   20.000   1.000
  5.263   10.000   1.000
  5.273    9.000   1.000
  5.283   10.000   1.000
  5.293    9.000   1.000
  5.303   10.000   1.000
  5.313   10.000   1.000
  5.323    9.000   1.000
  5.333    9.000   1.000
  5.343   10.000   1.000
  5.353   10.000   1.000
  5.373   19.000   1.000
  5.383    9.000   1.000
  5.393    9.000   1.000
  5.403    9.000   1.000
  5.413   10.000   1.000
  5.423   10.000   1.000
  5.433    9.000   1.000
  5.443   10.000   1.000
  5.453    9.000   1.000
  5.463   10.000   1.000
  5.473    9.000   1.000
  5.483    9.000   1.000
  5.503   20.000   1.000
  5.513    9.000   1.000
  5.523    9.000   1.000
  5.533    9.000   1.000
  5.543   10.000   1.000
  5.553   10.000   1.000
  5.563    9.000   1.000
  5.573    9.000   1.000
  5.583    9.000   1.000
  5.593   10.000   1.000
  5.603    9.000   1.000
  5.623   20.000   1.000
  5.633    9.000   1.000
  5.643   10.000   1.000
  5.653    9.000   1.000
  5.663   10.000   1.000
  5.673    9.000   1.000
  5.683    9.000   1.000
  5.693    9.000   1.000
  5.703    9.000   1.000
  5.713   10.000   1.000
  5.723    9.000   1.000
  5.733    9.000   1.000
  5.753   20.000   1.000
  5.763    9.000   1.000
  5.773    9.000   1.000
  5.783    9.000   1.000
  5.793   10.000   1.000
  5.803   10.000   1.000
  5.813    9.000   1.000
  5.823    9.000   1.000
  5.833   10.000   1.000
  5.843   10.000   1.000
  5.854   10.000   1.000
  5.873   19.000   1.000
  5.883    9.000   1.000
  5.893    9.000   1.000
  5.903   10.000   1.000
  5.913   10.000   1.000
  5.923    9.000   1.000
  5.933    9.000   1.000
  5.943   10.000   1.000
  5.953    9.000   1.000
  5.963   10.000   1.000
  5.973    9.000   1.000
  5.983   10.000   1.000
  5.993   10.000   1.000
  6.003   10.000   1.000
  6.013    9.000   1.000
  6.023    9.000   1.000
  6.033    9.000   1.000
  6.043   10.000   1.000
  6.063   20.000   1.000
  6.073    9.000   1.000
  6.083    9.000   1.000
  6.093    9.000   1.000
  6.103    9.000   1.000
  6.113   10.000   1.000
  6.123    9.000   1.000
  6.133    9.000   1.000
  6.143   10.000   1.000
  6.153    9.000   1.000
  6.163   10.000   1.000
  6.173    9.000   1.000
  6.182    9.000   1.000
  6.202   19.000   1.000
  6.232   29.000   1.000
  6.272   40.000   1.000
  6.312   40.000   1.000
  6.332   19.000   1.000
  6.362   30.000   1.000
  6.392   29.000   1.000
  6.422   30.000   1.000
  6.452   29.000   1.000
  6.482   30.000   1.000
  6.512   30.000   1.000
  6.542   29.000   1.000
  6.582   39.000   1.000
  6.612   30.000   1.000
  6.642   29.000   1.000
  6.672   29.000   1.000
  6.702   29.000   1.000
  6.732   30.000   1.000
  6.762   30.000   1.000
  6.792   29.000   1.000
  6.822   30.000   1.000
  6.853   31.000   1.000
  6.883   29.000   1.000
  6.923   39.000   1.000
  6.953   30.000   1.000
  6.983   30.000   1.000
  7.012   29.000   1.000
  7.043   30.000   1.000
  7.073   29.000   1.000
  7.103   29.000   1.000
  7.133   30.000   1.000
  7.163   30.000   1.000
  7.193   29.000   1.000
  7.233   40.000   1.000
  7.263   30.000   1.000
  7.293   29.000   1.000
  7.323   30.000   1.000
  7.353   30.000   1.000
  7.383   29.000   1.000
  7.413   30.000   1.000
  7.443   29.000   1.000
  7.473   29.000   1.000
  7.513   40.000   1.000
  7.543   29.000   1.000
  7.573   30.000   1.000
  7.603   29.000   1.000
  7.633   29.000   1.000
  7.663   30.000   1.000
  7.693   29.000   1.000
  7.723   30.000   1.000
  7.753   30.000   1.000
  7.783   29.000   1.000
  7.813   30.000   1.000
  7.853   40.000   1.000
  7.883   29.000   1.000
  7.913   30.000   1.000
  7.943   29.000   1.000
  7.983   39.000   1.000
  8.002   19.000   1.000
  8.043   40.000   1.000
  8.063   20.000   1.000
  8.103   39.000   1.000
  8.123   20.000   1.000
  8.163   39.000   1.000
  8.193   29.000   1.000
  8.233   39.000   1.000
  8.253   20.000   1.000
  8.293   39.000   1.000
  8.313   20.000   1.000
  8.353   39.000   1.000
  8.373   20.000   1.000
  8.413   39.000   1.000
  8.443   29.000   1.000
  8.483   39.000   1.000
  8.503   20.000   1.000
  8.543   39.000   1.000
  8.563   20.000   1.000
  8.603   39.000   1.000
  8.623   20.000   1.000
  8.663   39.000   1.000
  8.693   29.000   1.000
  8.713   20.000   1.000
  8.753   39.000   1.000
  8.793   39.000   1.000
  8.813   20.000   1.000
  8.854   40.000   1.000
  8.872   18.000   1.000
  8.913   40.000   1.000
  8.943   29.000   1.000
  8.963   20.000   1.000
  9.003   39.000   1.000
  9.023   20.000   1.000
  9.063   40.000   1.000
  9.103   39.000   1.000
  9.123   20.000   1.000
  9.163   39.000   1.000
  9.193   29.000   1.000
  9.213   20.000   1.000
  9.253   39.000   1.000
  9.273   20.000   1.000
  9.313   39.000   1.000
  9.333   20.000   1.000
  9.373   39.000   1.000
  9.413   39.000   1.000
  9.443   29.000   1.000
  9.463   20.000   1.000
  9.503   40.000   1.000
  9.523   19.000   1.000
  9.563   39.000   1.000
  9.583   20.000   1.000
  9.623   39.000   1.000
  9.643   20.000   1.000
  9.693   49.000   1.000
  9.713   20.000   1.000
  9.753   39.000   1.000
  9.773   20.000   1.000
  9.813   39.000   1.000
  9.833   20.000   1.000
  9.873   39.000   1.000
  9.893   20.000   1.000
  9.923   29.000   1.000
  9.963   39.000   1.000
  9.983   20.000   1.000
 10.023   39.000   1.000
 10.063   40.000   1.000
 10.083   19.000   1.000
 10.123   39.000   1.000
 10.143   20.000   1.000
 10.172   29.000   1.000
 10.213   40.000   1.000
 10.233   20.000   1.000
 10.273   39.000   1.000
 10.313   40.000   1.000
 10.333   20.000   1.000
 10.373   39.000   1.000
 10.393   20.000   1.000
 10.422   29.000   1.000
 10.463   40.000   1.000
 10.483   20.000   1.000
 10.523   39.000   1.000
 10.543   20.000   1.000
 10.582   39.000   1.000
 10.623   40.000   1.000
 10.643   20.000   1.000
 10.672   29.000   1.000
 10.713   40.000   1.000
 10.733   20.000   1.000
 10.772   39.000   1.000
 10.793   20.000   1.000
 10.832   39.000   1.000
 10.854   21.000   1.000
 10.892   38.000   1.000
 10.914   21.000   1.000
 10.964   49.000   1.000
 10.983   20.000   1.000
 11.024   40.000   1.000
 11.043   20.000   1.000
 11.083   39.000   1.000
 11.103   20.000   1.000
 11.143   39.000   1.000
 11.163   20.000   1.000
 11.193   29.000   1.000
 11.233   39.000   1.000
 11.273   40.000   1.000
 11.293   20.000   1.000
 11.333   39.000   1.000
 11.353   19.000   1.000
 11.393   40.000   1.000
 11.413   20.000   1.000
 11.443   29.000   1.000
 11.483   39.000   1.000
 11.502   19.000   1.000
 11.543   40.000   1.000
 11.583   39.000   1.000
 11.603   20.000   1.000
 11.643   39.000   1.000
 11.663   20.000   1.000
 11.693   29.000   1.000
 11.733   40.000   1.000
 11.753   20.000   1.000
 11.793   39.000   1.000
 11.813   20.000   1.000
 11.853   39.000   1.000
 11.893   39.000   1.000
 11.913   20.000   1.000
 11.943   29.000   1.000
 11.983   39.000   1.000
 12.002   19.000   1.000
 12.033   30.000   1.000
 12.063   30.000   1.000
 12.103   39.000   1.000
 12.123   20.000   1.000
 12.153   30.000   1.000
 12.193   39.000   1.000
 12.233   40.000   1.000
 12.253   20.000   1.000
 12.283   30.000   1.000
 12.313   30.000   1.000
 12.353   40.000   1.000
 12.373   19.000   1.000
 12.403   30.000   1.000
 12.443   40.000   1.000
 12.463   20.000   1.000
 12.503   40.000   1.000
 12.533   29.000   1.000
 12.563   30.000   1.000
 12.603   39.000   1.000
 12.623   20.000   1.000
 12.653   30.000   1.000
 12.693   39.000   1.000
 12.713   20.000   1.000
 12.743   29.000   1.000
 12.773   30.000   1.000
 12.813   39.000   1.000
 12.854   41.000   1.000
 12.873   18.000   1.000
 12.903   29.000   1.000
 12.943   40.000   1.000
 12.963   20.000   1.000
 12.993   29.000   1.000
 13.023   29.000   1.000
 13.063   40.000   1.000
 13.103   39.000   1.000
 13.123   20.000   1.000
 13.153   30.000   1.000
 13.193   39.000   1.000
 13.213   20.000   1.000
 13.243   29.000   1.000
 13.273   30.000   1.000
 13.313   39.000   1.000
 13.333   19.000   1.000
 13.363   30.000   1.000
 13.403   39.000   1.000
 13.443   40.000   1.000
 13.463   20.000   1.000
 13.493   30.000   1.000
 13.523   29.000   1.000
 13.563   39.000   1.000
 13.583   19.000   1.000
 13.613   30.000   1.000
 13.643   29.000   1.000
 13.673   29.000   1.000
 13.713   40.000   1.000
 13.743   29.000   1.000
 13.773   29.000   1.000
 13.813   39.000   1.000
 13.833   19.000   1.000
 13.863   30.000   1.000
 13.893   29.000   1.000
 13.923   30.000   1.000
 13.953   29.000   1.000
 13.983   29.000   1.000
 14.023   40.000   1.000
 14.063   40.000   1.000
 14.083   19.000   1.000
 14.113   30.000   1.000
 14.143   29.000   1.000
 14.173   29.000   1.000
 14.203   30.000   1.000
 14.232   29.000   1.000
 14.273   40.000   1.000
 14.293   19.000   1.000
 14.333   39.000   1.000
 14.363   30.000   1.000
 14.393   29.000   1.000
 14.423   29.000   1.000
 14.453   30.000   1.000
 14.482   30.000   1.000
 14.523   40.000   1.000
 14.543   19.000   1.000
 14.573   29.000   1.000
 14.602   29.000   1.000
 14.643   39.000   1.000
 14.673   29.000   1.000
 14.703   30.000   1.000
 14.732   29.000   1.000
 14.773   40.000   1.000
 14.793   19.000   1.000
 14.822   30.000   1.000
 14.853   30.000   1.000
 14.893   38.000   1.000
 14.914   21.000   1.000
 14.943   29.000   1.000
 14.984   39.000   1.000
 15.023   39.000   1.000
 15.044   21.000   1.000
 15.073   29.000   1.000
 15.103   29.000   1.000
 15.143   40.000   1.000
 15.163   20.000   1.000
 15.193   29.000   1.000
 15.233   39.000   1.000
 15.253   19.000   1.000
 15.293   39.000   1.000
 15.323   30.000   1.000
 15.353   30.000   1.000
 15.393   39.000   1.000
 15.413   20.000   1.000
 15.443   29.000   1.000
 15.483   39.000   1.000
 15.502   19.000   1.000
 15.533   30.000   1.000
 15.563   30.000   1.000
 15.603   39.000   1.000
 15.643   39.000   1.000
 15.663   20.000   1.000
 15.693   30.000   1.000
 15.733   39.000   1.000
 15.753   20.000   1.000
 15.783   29.000   1.000
 15.813   30.000   1.000
 15.853   39.000   1.000
 15.873   20.000   1.000
 15.913   40.000   1.000
 15.943   29.000   1.000
 15.983   39.000   1.000
 16.002   19.000   1.000
 16.033   30.000   1.000
 16.063   30.000   1.000
 16.103   39.000   1.000
 16.123   20.000   1.000
 16.153   29.000   1.000
 16.193   39.000   1.000
 16.233   39.000   1.000
 16.253   20.000   1.000
 16.283   30.000   1.000
 16.313   30.000   1.000
 16.353   40.000   1.000
 16.373   19.000   1.000
 16.403   30.000   1.000
 16.443   39.000   1.000
 16.463   20.000   1.000
 16.493   30.000   1.000
 16.533   39.000   1.000
 16.563   30.000   1.000
 16.603   39.000   1.000
 16.623   19.000   1.000
 16.653   30.000   1.000
 16.693   39.000   1.000
 16.713   20.000   1.000
 16.743   29.000   1.000
 16.773   30.000   1.000
 16.813   39.000   1.000
 16.854   41.000   1.000
 16.873   18.000   1.000
 16.903   29.000   1.000
 16.943   40.000   1.000
 16.963   20.000   1.000
 16.993   29.000   1.000
 17.023   29.000   1.000
 17.063   40.000   1.000
 17.083   19.000   1.000
 17.113   30.000   1.000
 17.153   39.000   1.000
 17.193   39.000   1.000
 17.213   20.000   1.000
 17.243   30.000   1.000
 17.273   29.000   1.000
 17.313   40.000   1.000
 17.333   19.000   1.000
 17.363   30.000   1.000
 17.393   29.000   1.000
 17.423   30.000   1.000
 17.463   39.000   1.000
 17.493   30.000   1.000
 17.523   29.000   1.000
 17.563   39.000   1.000
 17.583   19.000   1.000
 17.613   30.000   1.000
 17.643   29.000   1.000
 17.673   29.000   1.000
 17.703   30.000   1.000
 17.743   40.000   1.000
 17.773   29.000   1.000
 17.813   39.000   1.000
 17.833   19.000   1.000
 17.863   30.000   1.000
 17.893   29.000   1.000
 17.923   30.000   1.000
 17.953   29.000   1.000
 17.983   29.000   1.000
 18.023   40.000   1.000
 18.063   40.000   1.000
 18.083   19.000   1.000
 18.113   30.000   1.000
 18.143   29.000   1.000
 18.173   29.000   1.000
 18.203   30.000   1.000
 18.232   29.000   1.000
 18.273   40.000   1.000
 18.293   19.000   1.000
 18.323   30.000   1.000
 18.363   40.000   1.000
 18.393   29.000   1.000
 18.423   29.000   1.000
 18.453   30.000   1.000
 18.483   30.000   1.000
 18.523   39.000   1.000
 18.543   19.000   1.000
 18.573   30.000   1.000
 18.602   29.000   1.000
 18.643   39.000   1.000
 18.673   29.000   1.000
 18.703   30.000   1.000
 18.732   29.000   1.000
 18.773   40.000   1.000
 18.793   19.000   1.000
 18.823   30.000   1.000
 18.853   30.000   1.000
 18.893   38.000   1.000
 18.914   21.000   1.000
 18.943   29.000   1.000
 18.984   39.000   1.000
 19.023   39.000   1.000
 19.044   21.000   1.000
 19.073   29.000   1.000
 19.103   29.000   1.000
 19.143   40.000   1.000
 19.163   20.000   1.000
 19.193   29.000   1.000
 19.234   40.000   1.000
 19.253   19.000   1.000
 19.283   30.000   1.000
 19.323   39.000   1.000
 19.353   30.000   1.000
 19.393   39.000   1.000
 19.413   20.000   1.000
 19.443   29.000   1.000
 19.483   39.000   1.000
 19.503   19.000   1.000
 19.533   30.000   1.000
 19.563   30.000   1.000
 19.603   39.000   1.000
 19.643   40.000   1.000
 19.663   20.000   1.000
 19.693   29.000   1.000
 19.733   39.000   1.000
 19.753   20.000   1.000
 19.783   30.000   1.000
 19.813   30.000   1.000
 19.853   39.000   1.000
 19.873   20.000   1.000
 19.903   29.000   1.000
 19.943   40.000   1.000
 19.973   29.000   1.000
 20.002   29.000   1.000
 20.033   30.000   1.000
 20.064   30.000   1.000
 20.103   39.000   1.000
 20.123   20.000   1.000
 20.153   29.000   1.000
 20.193   39.000   1.000
 20.213   20.000   1.000
 20.253   39.000   1.000
 20.283   30.000   1.000
 20.313   30.000   1.000
 20.353   40.000   1.000
 20.373   19.000   1.000
 20.403   29.000   1.000
 20.443   40.000   1.000
 20.463   20.000   1.000
 20.493   29.000   1.000
 20.523   30.000   1.000
 20.563   39.000   1.000
 20.603   39.000   1.000
 20.623   19.000   1.000
 20.653   29.000   1.000
 20.693   40.000   1.000
 20.713   20.000   1.000
 20.743   29.000   1.000
 20.773   30.000   1.000
 20.803   29.000   1.000
 20.833   29.000   1.000
 20.873   40.000   1.000
 20.903   29.000   1.000
 20.943   40.000   1.000
 20.963   20.000   1.000
 20.993   29.000   1.000
 21.023   29.000   1.000
 21.053   29.000   1.000
 21.083   29.000   1.000
 21.113   30.000   1.000
 21.143   29.000   1.000
 21.193   49.000   1.000
 21.213   20.000   1.000
 21.243   30.000   1.000
 21.273   29.000   1.000
 21.303   29.000   1.000
 21.333   29.000   1.000
 21.363   30.000   1.000
 21.393   29.000   1.000
 21.423   30.000   1.000
 21.453   30.000   1.000
 21.493   40.000   1.000
 21.523   30.000   1.000
 21.553   29.000   1.000
 21.583   29.000   1.000
 21.613   30.000   1.000
 21.643   29.000   1.000
 21.673   29.000   1.000
 21.703   30.000   1.000
 21.733   29.000   1.000
 21.773   40.000   1.000
 21.803   29.000   1.000
 21.833   29.000   1.000
 21.863   30.000   1.000
 21.893   29.000   1.000
 21.923   30.000   1.000
 21.953   29.000   1.000
 21.983   30.000   1.000
 22.023   40.000   1.000
 22.043   19.000   1.000
 22.083   39.000   1.000
 22.113   30.000   1.000
 22.143   29.000   1.000
 22.173   29.000   1.000
 22.202   29.000   1.000
 22.233   29.000   1.000
 22.273   40.000   1.000
 22.292   19.000   1.000
 22.323   29.000   1.000
 22.353   30.000   1.000
 22.393   39.000   1.000
 22.423   30.000   1.000
 22.452   29.000   1.000
 22.483   29.000   1.000
 22.523   40.000   1.000
 22.542   19.000   1.000
 22.573   29.000   1.000
 22.602   30.000   1.000
 22.633   29.000   1.000
 22.663   30.000   1.000
 22.702   39.000   1.000
 22.733   30.000   1.000
 22.773   39.000   1.000
 22.792   19.000   1.000
 22.823   29.000   1.000
 22.853   31.000   1.000
 22.883   29.000   1.000
 22.914   31.000   1.000
 22.943   29.000   1.000
 22.974   29.000   1.000
 23.023   49.000   1.000
 23.043   21.000   1.000
 23.066   22.000   1.000
 23.103   37.000   1.000
 23.134   30.000   1.000
 23.163   30.000   1.000
 23.193   29.000   1.000
 23.224   30.000   1.000
 23.253   29.000   1.000
 23.283   30.000   1.000
 23.313   30.000   1.000
 23.353   39.000   1.000
 23.383   29.000   1.000
 23.413   30.000   1.000
 23.443   30.000   1.000
 23.473   29.000   1.000
 23.502   29.000   1.000
 23.533   30.000   1.000
 23.563   30.000   1.000
 23.603   39.000   1.000
 23.623   19.000   1.000
 23.663   40.000   1.000
 23.693   30.000   1.000
 23.723   29.000   1.000
 23.753   29.000   1.000
 23.783   29.000   1.000
 23.813   30.000   1.000
 23.853   39.000   1.000
 23.873   20.000   1.000
 23.903   29.000   1.000
 23.943   40.000   1.000
 23.973   29.000   1.000
 24.003   30.000   1.000
 24.033   29.000   1.000
 24.064   30.000   1.000
 24.103   39.000   1.000
 24.123   20.000   1.000
 24.153   29.000   1.000
 24.193   39.000   1.000
 24.213   20.000   1.000
 24.243   29.000   1.000
 24.283   39.000   1.000
 24.313   30.000   1.000
 24.353   40.000   1.000
 24.373   19.000   1.000
 24.403   29.000   1.000
 24.443   40.000   1.000
 24.463   20.000   1.000
 24.493   29.000   1.000
 24.523   30.000   1.000
 24.553   29.000   1.000
 24.603   49.000   1.000
 24.623   19.000   1.000
 24.653   30.000   1.000
 24.693   39.000   1.000
 24.713   20.000   1.000
 24.743   29.000   1.000
 24.773   30.000   1.000
 24.803   29.000   1.000
 24.833   29.000   1.000
 24.863   30.000   1.000
 24.903   39.000   1.000
 24.943   40.000   1.000
 24.963   20.000   1.000
 24.993   29.000   1.000
 25.023   30.000   1.000
 25.053   29.000   1.000
 25.083   29.000   1.000
 25.113   30.000   1.000
 25.143   29.000   1.000
 25.173   29.000   1.000
 25.213   40.000   1.000
 25.243   29.000   1.000
 25.273   30.000   1.000
 25.303   29.000   1.000
 25.333   29.000   1.000
 25.363   30.000   1.000
 25.393   29.000   1.000
 25.423   30.000   1.000
 25.453   29.000   1.000
 25.493   40.000   1.000
 25.523   30.000   1.000
 25.553   29.000   1.000
 25.583   29.000   1.000
 25.613   30.000   1.000
 25.643   29.000   1.000
 25.673   29.000   1.000
 25.703   30.000   1.000
 25.733   29.000   1.000
 25.773   40.000   1.000
 25.803   29.000   1.000
 25.833   29.000   1.000
 25.863   30.000   1.000
 25.893   29.000   1.000
 25.923   30.000   1.000
 25.953   29.000   1.000
 25.983   30.000   1.000
 26.023   40.000   1.000
 26.043   20.000   1.000
 26.073   29.000   1.000
 26.113   40.000   1.000
 26.143   29.000   1.000
 26.173   29.000   1.000
 26.202   29.000   1.000
 26.233   29.000   1.000
 26.273   40.000   1.000
 26.292   19.000   1.000
 26.323   29.000   1.000
 26.353   30.000   1.000
 26.383   29.000   1.000
 26.423   39.000   1.000
 26.453   30.000   1.000
 26.483   29.000   1.000
 26.523   40.000   1.000
 26.542   19.000   1.000
 26.573   29.000   1.000
 26.602   30.000   1.000
 26.633   29.000   1.000
 26.662   29.000   1.000
 26.692   29.000   1.000
 26.733   39.000   1.000
 26.773   40.000   1.000
 26.792   19.000   1.000
 26.822   29.000   1.000
 26.853   31.000   1.000
 26.883   29.000   1.000
 26.914   31.000   1.000
 26.944   29.000   1.000
 26.974   29.000   1.000
 27.003   29.000   1.000
 27.033   30.000   1.000
 27.074   39.000   1.000
 27.103   29.000   1.000
 27.133   30.000   1.000
 27.163   30.000   1.000
 27.193   29.000   1.000
 27.223   29.000   1.000
 27.253   29.000   1.000
 27.283   30.000   1.000
 27.314   30.000   1.000
 27.353   39.000   1.000
 27.383   29.000   1.000
 27.413   30.000   1.000
 27.443   30.000   1.000
 27.473   29.000   1.000
 27.502   29.000   1.000
 27.533   30.000   1.000
 27.563   30.000   1.000
 27.603   39.000   1.000
 27.623   19.000   1.000
 27.653   29.000   1.000
 27.693   39.000   1.000
 27.723   30.000   1.000
 27.753   29.000   1.000
 27.783   29.000   1.000
 27.813   30.000   1.000
 27.853   40.000   1.000
 27.873   19.000   1.000
 27.903   29.000   1.000
 27.943   40.000   1.000
 27.963   20.000   1.000
 28.002   39.000   1.000
 28.033   30.000   1.000
 28.064   30.000   1.000
 28.103   39.000   1.000
 28.123   20.000   1.000
 28.153   29.000   1.000
 28.193   40.000   1.000
 28.213   20.000   1.000
 28.243   29.000   1.000
 28.273   30.000   1.000
 28.313   39.000   1.000
 28.353   40.000   1.000
 28.373   19.000   1.000
 28.403   29.000   1.000
 28.443   40.000   1.000
 28.463   20.000   1.000
 28.493   29.000   1.000
 28.523   30.000   1.000
 28.553   29.000   1.000
 28.583   29.000   1.000
 28.623   40.000   1.000
 28.653   29.000   1.000
 28.693   39.000   1.000
 28.713   20.000   1.000
 28.743   29.000   1.000
 28.773   30.000   1.000
 28.803   30.000   1.000
 28.833   29.000   1.000
 28.862   29.000   1.000
 28.893   30.000   1.000
 28.943   50.000   1.000
 28.963   20.000   1.000
 28.993   30.000   1.000
 29.023   29.000   1.000
 29.053   29.000   1.000
 29.083   29.000   1.000
 29.113   30.000   1.000
 29.143   29.000   1.000
 29.173   29.000   1.000
 29.203   30.000   1.000
 29.243   39.000   1.000
 29.273   30.000   1.000
 29.303   29.000   1.000
 29.333   29.000   1.000
 29.363   30.000   1.000
 29.393   29.000   1.000
 29.423   30.000   1.000
 29.453   30.000   1.000
 29.483   29.000   1.000
 29.523   40.000   1.000
 29.553   29.000   1.000
 29.583   29.000   1.000
 29.613   30.000   1.000
 29.643   29.000   1.000
 29.673   29.000   1.000
 29.703   30.000   1.000
 29.733   29.000   1.000
 29.773   40.000   1.000
 29.793   19.000   1.000
 29.833   39.000   1.000
 29.863   30.000   1.000
 29.893   29.000   1.000
 29.923   30.000   1.000
 29.953   29.000   1.000
 29.983   30.000   1.000
 30.023   40.000   1.000
 30.043   20.000   1.000
 30.073   29.000   1.000
 30.103   29.000   1.000
 30.143   40.000   1.000
 30.173   29.000   1.000
 30.202   29.000   1.000
 30.233   29.000   1.000
 30.273   40.000   1.000
 30.292   19.000   1.000
 30.323   29.000   1.000
 30.353   30.000   1.000
 30.383   29.000   1.000
 30.413   29.000   1.000
 30.452   39.000   1.000
 30.483   29.000   1.000
 30.523   40.000   1.000
 30.542   19.000   1.000
 30.573   29.000   1.000
 30.602   30.000   1.000
 30.633   29.000   1.000
 30.663   30.000   1.000
 30.692   29.000   1.000
 30.723   29.000   1.000
 30.773   50.000   1.000
 30.792   19.000   1.000
 30.815   23.000   1.000
 30.853   37.000   1.000
 30.883   29.000   1.000
 30.914   31.000   1.000
 30.942   28.000   1.000
 30.974   30.000   1.000
 31.003   29.000   1.000
 31.033   30.000   1.000
 31.064   30.000   1.000
 31.103   39.000   1.000
 31.134   30.000   1.000
 31.163   29.000   1.000
 31.193   29.000   1.000
 31.224   30.000   1.000
 31.253   29.000   1.000
 31.283   30.000   1.000
 31.313   30.000   1.000
 31.353   39.000   1.000
 31.373   19.000   1.000
 31.413   40.000   1.000
 31.443   29.000   1.000
 31.473   29.000   1.000
 31.502   29.000   1.000
 31.533   30.000   1.000
 31.563   30.000   1.000
 31.603   39.000   1.000
 31.623   20.000   1.000
 31.653   29.000   1.000
 31.693   39.000   1.000
 31.723   30.000   1.000
 31.753   29.000   1.000
 31.783   29.000   1.000
 31.813   30.000   1.000
 31.854   40.000   1.000
 31.873   19.000   1.000
 31.903   29.000   1.000
 31.943   40.000   1.000
 31.963   20.000   1.000
 31.993   29.000   1.000
 32.033   39.000   1.000
 32.064   30.000   1.000
 32.103   39.000   1.000
 32.123   19.000   1.000
 32.153   29.000   1.000
 32.193   39.000   1.000
 32.213   20.000   1.000
 32.243   29.000   1.000
 32.273   30.000   1.000
 32.303   29.000   1.000
 32.353   50.000   1.000
 32.373   19.000   1.000
 32.403   30.000   1.000
 32.443   39.000   1.000
 32.463   20.000   1.000
 32.493   30.000   1.000
 32.523   29.000   1.000
 32.553   29.000   1.000
 32.583   29.000   1.000
 32.613   30.000   1.000
 32.653   39.000   1.000
 32.693   39.000   1.000
 32.713   20.000   1.000
 32.743   29.000   1.000
 32.773   30.000   1.000
 32.803   29.000   1.000
 32.833   29.000   1.000
 32.862   29.000   1.000
 32.893   30.000   1.000
 32.923   30.000   1.000
 32.963   39.000   1.000
 32.993   29.000   1.000
 33.023   30.000   1.000
 33.053   29.000   1.000
 33.083   29.000   1.000
 33.113   30.000   1.000
 33.143   29.000   1.000
 33.173   29.000   1.000
 33.203   30.000   1.000
 33.233   29.000   1.000
 33.273   40.000   1.000
 33.303   29.000   1.000
 33.333   29.000   1.000
 33.363   30.000   1.000
 33.393   29.000   1.000
